split,filename,image_path,plaque_path,xmin,ymin,xmax,ymax,texte_ocr,confiance_ocr,lettres,chiffres,symboles,n_lettres,n_chiffres,n_symboles,longueur,categorie,raison
valid,CarLongPlate71_jpg.rf.cf32c3cc462389d5f8ef8eebc7a87219.jpg,C:\Users\ibnal\Desktop\PROJET IA X3\archive\valid\CarLongPlate71_jpg.rf.cf32c3cc462389d5f8ef8eebc7a87219.jpg,data/processed/plates_cropped\valid_24_CarLongPlate71_jpg.rf.cf32c3cc462389d5f8ef8eebc7a87219.jpg,221,137,303,159,52Y-6490,0.8386,Y,526490,-,1,6,1,8,CONFORME,format_valide
valid,xemay696_jpg.rf.72f698ca503a8fb1d0656c8cedc49dc7.jpg,C:\Users\ibnal\Desktop\PROJET IA X3\archive\valid\xemay696_jpg.rf.72f698ca503a8fb1d0656c8cedc49dc7.jpg,data/processed/plates_cropped\valid_25_xemay696_jpg.rf.72f698ca503a8fb1d0656c8cedc49dc7.jpg,163,66,253,134,026.73,0.6691,,02673,.,0,5,1,6,DOUTEUSE,aucune_lettre
valid,xemay738_jpg.rf.edac0c6171aa28822df19844b1ceff01.jpg,C:\Users\ibnal\Desktop\PROJET IA X3\archive\valid\xemay738_jpg.rf.edac0c6171aa28822df19844b1ceff01.jpg,data/processed/plates_cropped\valid_26_xemay738_jpg.rf.edac0c6171aa28822df19844b1ceff01.jpg,201,29,280,101,474.04,0.6285,,47404,.,0,5,1,6,DOUTEUSE,aucune_lettre
valid,CarLongPlateGen1656_jpg.rf.1e101fefe1a167f8aa7a0c6234029d37.jpg,C:\Users\ibnal\Desktop\PROJET IA X3\archive\valid\CarLongPlateGen1656_jpg.rf.1e101fefe1a167f8aa7a0c6234029d37.jpg,data/processed/plates_cropped\valid_27_CarLongPlateGen1656_jpg.rf.1e101fefe1a167f8aa7a0c6234029d37.jpg,235,211,318,237,61B21668,0.4081,B,6121668,,1,7,0,8,DOUTEUSE,confiance_moyenne
valid,xemay712_jpg.rf.96bda4dade6061a0f3287bac08bb553d.jpg,C:\Users\ibnal\Desktop\PROJET IA X3\archive\valid\xemay712_jpg.rf.96bda4dade6061a0f3287bac08bb553d.jpg,data/processed/plates_cropped\valid_28_xemay712_jpg.rf.96bda4dade6061a0f3287bac08bb553d.jpg,206,129,299,215,82-B1,0.2677,B,821,-,1,3,1,5,DOUTEUSE,confiance_moyenne
valid,xemay681_jpg.rf.c4e32015786c2f0018a89da946d3a9a8.jpg,C:\Users\ibnal\Desktop\PROJET IA X3\archive\valid\xemay681_jpg.rf.c4e32015786c2f0018a89da946d3a9a8.jpg,data/processed/plates_cropped\valid_29_xemay681_jpg.rf.c4e32015786c2f0018a89da946d3a9a8.jpg,126,66,220,140,459.00,0.3804,,45900,.,0,5,1,6,DOUTEUSE,aucune_lettre
valid,CarLongPlateGen562_jpg.rf.624e230c93122f1f3f792d21a8056287.jpg,C:\Users\ibnal\Desktop\PROJET IA X3\archive\valid\CarLongPlateGen562_jpg.rf.624e230c93122f1f3f792d21a8056287.jpg,data/processed/plates_cropped\valid_30_CarLongPlateGen562_jpg.rf.624e230c93122f1f3f792d21a8056287.jpg,155,169,203,181,G4ZM,0.106,GZM,4,,3,1,0,4,ILLISIBLE,confiance_trop_faible
valid,CarLongPlateGen549_jpg.rf.ec2c422c6b4727f5d72f5ab05ce4c8c7.jpg,C:\Users\ibnal\Desktop\PROJET IA X3\archive\valid\CarLongPlateGen549_jpg.rf.ec2c422c6b4727f5d72f5ab05ce4c8c7.jpg,data/processed/plates_cropped\valid_31_CarLongPlateGen549_jpg.rf.ec2c422c6b4727f5d72f5ab05ce4c8c7.jpg,253,213,311,221,,0.0,,,,0,0,0,0,ILLISIBLE,texte_vide
valid,CarLongPlateGen2298_jpg.rf.4a5e69ce9eb3501fd58c65835daaa0ce.jpg,C:\Users\ibnal\Desktop\PROJET IA X3\archive\valid\CarLongPlateGen2298_jpg.rf.4a5e69ce9eb3501fd58c65835daaa0ce.jpg,data/processed/plates_cropped\valid_32_CarLongPlateGen2298_jpg.rf.4a5e69ce9eb3501fd58c65835daaa0ce.jpg,231,197,343,242,61037307,0.9117,,61037307,,0,8,0,8,DOUTEUSE,aucune_lettre
valid,CarLongPlate79_jpg.rf.a9d3feb80baee16a1577660ec853b973.jpg,C:\Users\ibnal\Desktop\PROJET IA X3\archive\valid\CarLongPlate79_jpg.rf.a9d3feb80baee16a1577660ec853b973.jpg,data/processed/plates_cropped\valid_33_CarLongPlate79_jpg.rf.a9d3feb80baee16a1577660ec853b973.jpg,137,137,253,163,6F.687.84,0.6524,F,668784,..,1,6,2,9,CONFORME,format_valide
valid,CarLongPlateGen502_jpg.rf.d615e982e2bff27200b3a440bcfbf304.jpg,C:\Users\ibnal\Desktop\PROJET IA X3\archive\valid\CarLongPlateGen502_jpg.rf.d615e982e2bff27200b3a440bcfbf304.jpg,data/processed/plates_cropped\valid_34_CarLongPlateGen502_jpg.rf.d615e982e2bff27200b3a440bcfbf304.jpg,268,176,328,190,,0.0,,,,0,0,0,0,ILLISIBLE,texte_vide
valid,CarLongPlateGen546_jpg.rf.7f7b57534ebc9641278282b4ae3a14a1.jpg,C:\Users\ibnal\Desktop\PROJET IA X3\archive\valid\CarLongPlateGen546_jpg.rf.7f7b57534ebc9641278282b4ae3a14a1.jpg,data/processed/plates_cropped\valid_35_CarLongPlateGen546_jpg.rf.7f7b57534ebc9641278282b4ae3a14a1.jpg,245,146,277,158,23,0.0625,,23,,0,2,0,2,ILLISIBLE,confiance_trop_faible
valid,xemay2191_jpg.rf.6d31e573787f062d9aead9938f1c0082.jpg,C:\Users\ibnal\Desktop\PROJET IA X3\archive\valid\xemay2191_jpg.rf.6d31e573787f062d9aead9938f1c0082.jpg,data/processed/plates_cropped\valid_36_xemay2191_jpg.rf.6d31e573787f062d9aead9938f1c0082.jpg,201,195,239,229,206.70,0.5734,,20670,.,0,5,1,6,DOUTEUSE,aucune_lettre
valid,xemay2195_jpg.rf.500d2df928df90b495caa664b778de69.jpg,C:\Users\ibnal\Desktop\PROJET IA X3\archive\valid\xemay2195_jpg.rf.500d2df928df90b495caa664b778de69.jpg,data/processed/plates_cropped\valid_37_xemay2195_jpg.rf.500d2df928df90b495caa664b778de69.jpg,195,65,232,92,5013,0.4502,,5013,,0,4,0,4,DOUTEUSE,aucune_lettre
valid,CarLongPlate730_jpg.rf.d903170bddb042a73960aa3b49a8222a.jpg,C:\Users\ibnal\Desktop\PROJET IA X3\archive\valid\CarLongPlate730_jpg.rf.d903170bddb042a73960aa3b49a8222a.jpg,data/processed/plates_cropped\valid_38_CarLongPlate730_jpg.rf.d903170bddb042a73960aa3b49a8222a.jpg,242,175,338,203,61F.22261,0.7093,F,6122261,.,1,7,1,9,CONFORME,format_valide
valid,xemay669_jpg.rf.f8d03468363e58173ad2a84591d84089.jpg,C:\Users\ibnal\Desktop\PROJET IA X3\archive\valid\xemay669_jpg.rf.f8d03468363e58173ad2a84591d84089.jpg,data/processed/plates_cropped\valid_39_xemay669_jpg.rf.f8d03468363e58173ad2a84591d84089.jpg,175,81,264,154,52 F7,0.4677,F,527, ,1,3,1,5,DOUTEUSE,confiance_moyenne
valid,CarLongPlateGen564_jpg.rf.4aae3e07d0cdfb50fdcf7b3dda1d957e.jpg,C:\Users\ibnal\Desktop\PROJET IA X3\archive\valid\CarLongPlateGen564_jpg.rf.4aae3e07d0cdfb50fdcf7b3dda1d957e.jpg,data/processed/plates_cropped\valid_40_CarLongPlateGen564_jpg.rf.4aae3e07d0cdfb50fdcf7b3dda1d957e.jpg,280,167,325,178,04L,0.0453,L,04,,1,2,0,3,ILLISIBLE,confiance_trop_faible
valid,CarLongPlateGen2311_jpg.rf.2701dd231182ca078c3fbafc637f21a2.jpg,C:\Users\ibnal\Desktop\PROJET IA X3\archive\valid\CarLongPlateGen2311_jpg.rf.2701dd231182ca078c3fbafc637f21a2.jpg,data/processed/plates_cropped\valid_41_CarLongPlateGen2311_jpg.rf.2701dd231182ca078c3fbafc637f21a2.jpg,281,131,423,187,897414,0.264,,897414,,0,6,0,6,DOUTEUSE,aucune_lettre
valid,WhatsApp-Image-2022-04-04-at-2-25-07-PM_jpeg_jpg.rf.087a02ab366c35f01460361f14fe7eaf.jpg,C:\Users\ibnal\Desktop\PROJET IA X3\archive\valid\WhatsApp-Image-2022-04-04-at-2-25-07-PM_jpeg_jpg.rf.087a02ab366c35f01460361f14fe7eaf.jpg,data/processed/plates_cropped\valid_42_WhatsApp-Image-2022-04-04-at-2-25-07-PM_jpeg_jpg.rf.087a02ab366c35f01460361f14fe7eaf.jpg,469,707,980,920,NPT-31-20,0.9966,NPT,3120,--,3,4,2,9,CONFORME,format_valide
valid,CarLongPlate72_jpg.rf.b27c2b873c8035ca3c4ff44aae33b050.jpg,C:\Users\ibnal\Desktop\PROJET IA X3\archive\valid\CarLongPlate72_jpg.rf.b27c2b873c8035ca3c4ff44aae33b050.jpg,data/processed/plates_cropped\valid_43_CarLongPlate72_jpg.rf.b27c2b873c8035ca3c4ff44aae33b050.jpg,250,230,349,254,6F-16159,0.4473,F,616159,-,1,6,1,8,DOUTEUSE,confiance_moyenne
valid,xemay2179_jpg.rf.beb2b9fbd33b07cffc19753cea67d479.jpg,C:\Users\ibnal\Desktop\PROJET IA X3\archive\valid\xemay2179_jpg.rf.beb2b9fbd33b07cffc19753cea67d479.jpg,data/processed/plates_cropped\valid_44_xemay2179_jpg.rf.beb2b9fbd33b07cffc19753cea67d479.jpg,222,127,272,157,59-11,0.546,,5911,-,0,4,1,5,DOUTEUSE,aucune_lettre
valid,xemay2225_jpg.rf.a3053e189ccf82f73febb387c128ecc8.jpg,C:\Users\ibnal\Desktop\PROJET IA X3\archive\valid\xemay2225_jpg.rf.a3053e189ccf82f73febb387c128ecc8.jpg,data/processed/plates_cropped\valid_45_xemay2225_jpg.rf.a3053e189ccf82f73febb387c128ecc8.jpg,172,70,229,106,7L83,0.4354,L,783,,1,3,0,4,DOUTEUSE,confiance_moyenne
valid,CarLongPlate784_jpg.rf.ab3905f4ed0990a0720cbf6e41cf7a77.jpg,C:\Users\ibnal\Desktop\PROJET IA X3\archive\valid\CarLongPlate784_jpg.rf.ab3905f4ed0990a0720cbf6e41cf7a77.jpg,data/processed/plates_cropped\valid_46_CarLongPlate784_jpg.rf.ab3905f4ed0990a0720cbf6e41cf7a77.jpg,135,221,230,244,610.37307,0.7174,,61037307,.,0,8,1,9,DOUTEUSE,aucune_lettre
valid,CarLongPlateGen535_jpg.rf.1af5c2ed0142666646d2a39efd70a7b7.jpg,C:\Users\ibnal\Desktop\PROJET IA X3\archive\valid\CarLongPlateGen535_jpg.rf.1af5c2ed0142666646d2a39efd70a7b7.jpg,data/processed/plates_cropped\valid_47_CarLongPlateGen535_jpg.rf.1af5c2ed0142666646d2a39efd70a7b7.jpg,237,169,296,184,IUN 33441,0.183,IUN,33441, ,3,5,1,9,ILLISIBLE,confiance_trop_faible
valid,WM64UMA_jpg.rf.a935200d7293230725ac65563f6f9c8b.jpg,C:\Users\ibnal\Desktop\PROJET IA X3\archive\valid\WM64UMA_jpg.rf.a935200d7293230725ac65563f6f9c8b.jpg,data/processed/plates_cropped\valid_48_WM64UMA_jpg.rf.a935200d7293230725ac65563f6f9c8b.jpg,246,256,347,291,W64,0.3304,W,64,,1,2,0,3,DOUTEUSE,confiance_moyenne
valid,xemay2222_jpg.rf.0b9e26dc9b5c5bc1ad5838fc6402ca39.jpg,C:\Users\ibnal\Desktop\PROJET IA X3\archive\valid\xemay2222_jpg.rf.0b9e26dc9b5c5bc1ad5838fc6402ca39.jpg,data/processed/plates_cropped\valid_49_xemay2222_jpg.rf.0b9e26dc9b5c5bc1ad5838fc6402ca39.jpg,176,141,227,171,54 RL,0.3856,RL,54, ,2,2,1,5,DOUTEUSE,confiance_moyenne
